,queries,labels
4897,Winged pea,Winged Pea
4898,Winged pea,Winged Pea
4899,Pepper,Chilli Peppers
4900,Elongated sweet peppers (pointed),Elongated Sweet Peppers (Pointed)
4901,Sweet elongated peppers (pointed),Elongated Sweet Peppers (Pointed)
4902,Sweet flat peppers (tomato peppers),Flat Sweet Peppers (Tomato Peppers)
4903,Date peppers (tomato peppers),Flat Sweet Peppers (Tomato Peppers)
4904,Pepper varieties,Pepper Variety Packs
4905,Pepper variety packs,Pepper Variety Packs
4906,Square peppers (forceful),Square Sweet Peppers (Blunt)
4907,Square Sweet Peppers (blurred),Square Sweet Peppers (Blunt)
4908,Sweet square peppers square (Top Peg),Square Tapering Sweet Peppers (Peg Top)
4909,Sweet square pippers (ankle top),Square Tapering Sweet Peppers (Peg Top)
4910,Vulcacha,Arracacha
4911,Beet root,Beetroot
4912,Beet,Beetroot
4913,Black radish,Black Radishes
4914,Black radishes,Black Radishes
4915,Celerical,Celeriac
4916,ROOT/BORDOCK DE GOVERY,Gobo Root/Burdock
4917,Root / Bardane Gobo,Gobo Root/Burdock
4918,Jerusalem artichokes,Jerusalem Artichokes
4919,The artichokes of Jerusalem,Jerusalem Artichokes
4920,Jeicama Bean,Jicama Bean
4921,Jicama bean,Jicama Bean
4922,Lila Tannia,Lilac Tannia
4923,Lilas Tannia,Lilac Tannia
4924,Loto root,Lotus Root
4925,Lotus root,Lotus Root
4926,MASHUA (CAPUCINE TUBERUSE),Mashua (Capucine Tubereuse)
4927,Mashua (Tubber Capucine),Mashua (Capucine Tubereuse)
4928,Mapuey name,Name Mapuey
4929,Mapuey name,Name Mapuey
4930,GOOSE,Oca
4931,Gombo (Chinese),Okra (Chinese)
4932,Parsley root (Hamburg),Parsley Root (Hamburg)
4933,Root of parsley (Hamburg),Parsley Root (Hamburg)
4934,Chirivías,Parsnips
4935,Parsnip,Parsnips
4936,Radish,Radishes
4937,Escorzonera,Scorzonera
4938,Sweet potatoes,Sweet Potatoes
4939,Sweet potatoes,Sweet Potatoes
4940,Rooted note,Turnip Rooted Chervil
4941,Enracinated cervil,Turnip Rooted Chervil
4942,White radish (Daikon),White Radish (Daikon)
4943,White radish (Daikon),White Radish (Daikon)
4944,White Tania,White Tannia
4945,White tannia,White Tannia
4946,Ignam,Yams
4947,Mother,Mamey
4948,Sapote (black),Sapote (Black)
4949,Sapote (white),Sapote (White)
4950,Water chestnuts,Water Chestnuts
4951,Water chestnuts,Water Chestnuts
4952,ANTROWA,Antroewa
4953,Eggplants,Aubergines
4954,Eggplant,Aubergines
4955,Naranjilla / Lulo,Naranjilla/Lulo
4956,Cucumber,Pepino
4957,Bamboo shoots,Bamboo Shoots
4958,Bamboo shoots,Bamboo Shoots
4959,Cardos,Cardoons
4960,Cardons,Cardoons
4961,Fennel (Azoric subspecies),Fennel (subspecies azoricum)
4962,Fennel (Azoricum subspecies),Fennel (subspecies azoricum)
4963,Artichokes of the world,Globe Artichokes
4964,Artichoke globe,Globe Artichokes
4965,Palm hearts,Palm Hearts
4966,Palm hearts,Palm Hearts
4967,Sweetiness stems,Sweet Potato Stems
4968,Sweet potato stems,Sweet Potato Stems
4969,aloe vera,Aloe Vera
4970,Aloe vera,Aloe Vera
4971,Sugar cane,Sugar Cane
4972,Sugar cane,Sugar Cane
4973,Adding,Agretti
4974,Glass,Glasswort
4975,Window,Glasswort
4976,Sea curly,Sea Kale
4977,Kale,Sea Kale
4978,Lavender del Mar,Sea Lavender
4979,Sea lavender,Sea Lavender
4980,Maritime vegetables others,Tidal Sea Vegetables Other
4981,Sea vegetables from another tide,Tidal Sea Vegetables Other
4982,Cherry tomatoes - oblong,Cherry Tomatoes - Oblong
4983,Cherry tomatoes - Oblong,Cherry Tomatoes - Oblong
4984,Cherry tomatoes - Ronda,Cherry Tomatoes - Round
4985,Cherry tomatoes - round,Cherry Tomatoes - Round
4986,Tomatoes - oblong,Tomatoes - Oblong
4987,Tomatoes - oblong,Tomatoes - Oblong
4988,Tomatoes - Acanalado,Tomatoes - Ribbed
4989,Tomatoes - ribbed,Tomatoes - Ribbed
4990,Tomatoes - Ronda,Tomatoes - Round
4991,Tomato variety packages,Tomatoes Variety Packs
4992,Tomato variety packs,Tomatoes Variety Packs
4993,Vegetables: unprocessed/unprocessed varieties packages (fresh),Vegetables - Unprepared/Unprocessed (Fresh) Variety Packs
4994,Vegetables - Packs of unpaid / unprocessed varieties (fresh),Vegetables - Unprepared/Unprocessed (Fresh) Variety Packs
4995,SPORTS FOOTWEAR - GENERAL PURPOSE,Athletic Footwear - General Purpose
4996,Athletic shoes - General use,Athletic Footwear - General Purpose
4997,Sports Footwear - Specialist,Athletic Footwear - Specialist
4998,Athletic shoes - specialist,Athletic Footwear - Specialist
4999,Footwear - Spare parts/accessories,Footwear - Replacement Parts/Accessories
5000,Shoes - Parts / replacement accessories,Footwear - Replacement Parts/Accessories
5001,Footwear accessories varieties,Footwear Accessories Variety Packs
5002,Shoe accessory variety packs,Footwear Accessories Variety Packs
5003,Footwear inserts,Footwear Inserts
5004,Shoe inserts,Footwear Inserts
5005,Shoes/care cleaning preparations,Shoe Cleaning/Care Preparations
5006,Cleaning / Shoe care preparation,Shoe Cleaning/Care Preparations
5007,Shoe/dyes color,Shoe Colour/Dyes
5008,Shoe color / colors,Shoe Colour/Dyes
5009,Boots - General goal,Boots - General Purpose
5010,Shoes - General goal,Shoes - General Purpose
5011,Interior footwear: totally closed overlapping,Indoor Footwear - Fully Enclosed Uppers
5012,Interior shoes - Fully closed stems,Indoor Footwear - Fully Enclosed Uppers
5013,Interior footwear: partially closed overlapping,Indoor Footwear - Partially Enclosed Uppers
5014,Interior shoes - partially closed stems,Indoor Footwear - Partially Enclosed Uppers
5015,Protective Occupational Safety/Saptors,Safety/Protective Occupational Overshoes
5016,Safety / Professional Overchoes Protective,Safety/Protective Occupational Overshoes
5017,Occupational Safety/Protection Shoes,Safety/Protective Occupational Shoes
5018,Professional Professional Safety / Shoes,Safety/Protective Occupational Shoes
5019,Security/Protection/Occupational Boots,Safety/Protective/Occupational Boots
5020,Safety / protective / professional boots,Safety/Protective/Occupational Boots
5021,Fuel pumps (not fed),Fuel Pumps (Non Powered)
5022,Fuel pumps (not fed),Fuel Pumps (Non Powered)
5023,Fuel pumps (fed),Fuel Pumps (Powered)
5024,Fuel pumps (powered),Fuel Pumps (Powered)
5025,Bottles/gas fuel boats (empty),Gas Fuel Bottles/Canisters (Empty)
5026,Gas / cartridge fuel bottles (empty),Gas Fuel Bottles/Canisters (Empty)
5027,Liquid fuel bottles/containers (empty),Liquid Fuel Bottles/Containers (Empty)
5028,Liquid (empty) bottles / containers,Liquid Fuel Bottles/Containers (Empty)
5029,Fuel additives,Fuel Additives
5030,Fuel additives,Fuel Additives
5031,Fuel varieties/fuel additive,Fuels/Fuel Additives Variety Packs
5032,Fuel variety packs / fuel,Fuels/Fuel Additives Variety Packs
5033,Tools/Fire Light Parties,Firelighting Tools/Matches
5034,Fire fire tools /,Firelighting Tools/Matches
5035,Fire light tools/coincidence accessories,Firelighting Tools/Matches Accessories
5036,Fire Fire Tools / Correspondence correspondence,Firelighting Tools/Matches Accessories
5037,Fuel varieties/ignition aid packages,Fuels/Ignition Aids Variety Packs
5038,Fuel / ignition variety packs,Fuels/Ignition Aids Variety Packs
5039,Gas container replacement pieces/accessories,Gas Canister Replacement Parts/Accessories
5040,Gas box replacement parts / accessories,Gas Canister Replacement Parts/Accessories
5041,Gas fuel,Gas Fuels
5042,Gas fuel,Gas Fuels
5043,Gel fuel,Gel Fuels
5044,Gel fuel,Gel Fuels
5045,Liquid fuels,Liquid Fuels
5046,Liquid fuel,Liquid Fuels
5047,Solid fuels,Solid Fuels
5048,Solid combustibles,Solid Fuels
5049,Carbon dioxide gas,Carbon Dioxide Gas
5050,Carbon dioxide,Carbon Dioxide Gas
5051,HELIO GAS,Helium Gas
5052,Gas helium,Helium Gas
5053,Nitrogen gas,Nitrogen Gas
5054,Nitrogen gas,Nitrogen Gas
5055,Nitrous oxide gas,Nitrous Oxide Gas
5056,Nitrous gas,Nitrous Oxide Gas
5057,Others technical gases,Technical Gases Other
5058,Other technical gas,Technical Gases Other
5059,Other barrier contraception,Barrier Contraception Other
5060,Barrier contraception Other,Barrier Contraception Other
5061,BARRERA CONTECTION VARIETICE PACKAGES,Barrier Contraception Variety Packs
5062,Barriers' contraception variety packs,Barrier Contraception Variety Packs
5063,Cervical Diaphragms,Diaphragms/Cervical Caps
5064,Cervical diaphragms / caps,Diaphragms/Cervical Caps
5065,Family Planning Varieties Packages,Family Planning Variety Packs
5066,Family planning variety packs,Family Planning Variety Packs
5067,Hormonal contraception,Hormonal Contraception
5068,Hormonal contraception,Hormonal Contraception
5069,Intrauterine contraception,Intra-uterine Contraception
5070,Intrauterine contraception,Intra-uterine Contraception
5071,Dietary help - appet/fat control,Dietary Aid - Appetite/Fat Control
5072,Food assistance - Appetite / fat control,Dietary Aid - Appetite/Fat Control
5073,Dietary help - Meal replacement,Dietary Aid - Meal Replacement
5074,Food aid - Replacement of meals,Dietary Aid - Meal Replacement
5075,Another dietary help,Dietary Aids Other
5076,Other food aid,Dietary Aids Other
5077,Dietary aid variety packages,Dietary Aids Variety Packs
5078,AIDS variety packs,Dietary Aids Variety Packs
5079,Energy/stimulating products,Energy/Stimulant Products
5080,Energy / stimulant products,Energy/Stimulant Products
5081,Energy/stimulating products others,Energy/Stimulant Products Other
5082,Energy products / other stimulants,Energy/Stimulant Products Other
5083,Packages of health improvement varieties,Health Enhancement Variety Packs
5084,Health improvement variety packs,Health Enhancement Variety Packs
5085,Nutritional supplements,Nutritional Supplements
5086,Food supplements,Nutritional Supplements
5087,Vitamins/minerals,Vitamins/Minerals
5088,Vitamins / minerals,Vitamins/Minerals
5089,Vitamins/Minerals/Nutritional Supplements Variety Packages,Vitamins/Minerals/Nutritional Supplements Variety Packs
5090,Vitamins / Minerals / Nutritional supplements Variety packs,Vitamins/Minerals/Nutritional Supplements Variety Packs
5091,Baby treatments,Baby Treatments
5092,Baby treatments,Baby Treatments
5093,Breast compress,Breast Compress
5094,Breast compress,Breast Compress
5095,Milk extractor,Breast Pump
5096,Draws milk,Breast Pump
5097,Clamp,Navel Clamp
5098,Navel,Navel Clamp
5099,Chupetes/Dentition Rings,Pacifiers/Teething Rings
5100,Pacifications / dentition rings,Pacifiers/Teething Rings
5101,Bladder/genital/rectal products others,Bladder/Genital/Rectal Products Other
5102,Bladder / genital / rectal products other,Bladder/Genital/Rectal Products Other
5103,Bladder/Genital/Rectal varieties packages,Bladder/Genital/Rectal Products Variety Packs
5104,Variety packs of the bladder / genital / rectal,Bladder/Genital/Rectal Products Variety Packs
5105,Cystitis products,Cystitis Products
5106,Cystitis products,Cystitis Products
5107,Diuretic remedies,Diuretic Remedies
5108,Diuretic remedies,Diuretic Remedies
5109,Enemas/Duches,Enemas/Douches
5110,ENEAUX / DIALS,Enemas/Douches
5111,Genital irritation,Genital Irritation
5112,Genital irritation,Genital Irritation
5113,Intimate lubrication,Intimate Lubrication
5114,Intimate lubrication,Intimate Lubrication
5115,Rectal medication,Rectal Medication
5116,Rectal drugs,Rectal Medication
5117,Drug administration,Drug Administration
5118,Drug administration,Drug Administration
5119,Medication administration - Accessories,Drug Administration - Accessories
5120,Drug administration: spare parts,Drug Administration - Replacement Parts
5121,Medicines administration - replacement parts,Drug Administration - Replacement Parts
5122,Other drug administration,Drug Administration Other
5123,Other medicine administration,Drug Administration Other
5124,Drug administration varieties,Drug Administration Variety Packs
5125,ENTERAL FOOD TEAM OTHER,Enteral Feeding Equipment Other
5126,Other enteral supply equipment,Enteral Feeding Equipment Other
5127,Enteral feeding varieties packages,Enteral Feeding Equipment Variety Packs
5128,Enteral supply equipment variety packs,Enteral Feeding Equipment Variety Packs
5129,ENTERAL FOOD GASTROSTOMY Kits,Enteral Feeding Gastrostomy Kits
5130,Enteral food gastrostomy kits,Enteral Feeding Gastrostomy Kits
5131,Enteral food nutrition bags/containers,Enteral Feeding Nutrition Bags/Containers
5132,Enteral nutritional bags / containers,Enteral Feeding Nutrition Bags/Containers
5133,Whole food pumps/power games,Enteral Feeding Pumps/Feeding Sets
5134,Enteral feeding pumps / Food sets,Enteral Feeding Pumps/Feeding Sets
5135,Enteral power tubes,Enteral Feeding Tubes
5136,Enteral feed tubes,Enteral Feeding Tubes
5137,First aid - Accessories,First Aid - Accessories
5138,First aid: dressings/bandages/plaster,First Aid - Dressings/Bandages/Plaster
5139,First aid - dressings / bandages / plaster,First Aid - Dressings/Bandages/Plaster
5140,First aid - Elingue / Support,First Aid - Sling/Support
5141,First aid others,First Aid Other
5142,First care,First Aid Other
5143,First aid variety packages,First Aid Variety Packs
5144,First aid variety packs,First Aid Variety Packs
5145,Ice package/heating,Ice/Heated Pack
5146,Heated ice / pack,Ice/Heated Pack
5147,Poisoning/Treatment Products,Poison Removal/Treatment Products
5148,Poison elimination / treatment products,Poison Removal/Treatment Products
5149,Sterilizers/Surgical Spirits,Sterilisers/Surgical Spirits
5150,Surgical sterilizers / spirits,Sterilisers/Surgical Spirits
5151,Flower remedies,Flower Remedies
5152,Flower remedies,Flower Remedies
5153,Flowers/Homeopathic Remedios Other,Flower/Homoeopathic/Homeopathic Remedies Other
5154,Flower / Homeopaths / Homeopathic remedies,Flower/Homoeopathic/Homeopathic Remedies Other
5155,Flower/Homeopathic Variety Packages,Flower/Homoeopathic/Homeopathic Remedies Variety Packs
5156,Flower / Homeopaths / Homeopathic remedies Variety packs,Flower/Homoeopathic/Homeopathic Remedies Variety Packs
5157,Homeopathic/Homeopathic Remedies - Combined Ingredients,Homoeopathic/Homeopathic Remedies - Combination Ingredients
5158,Homeopathic / homeopathic remedies - combined ingredients,Homoeopathic/Homeopathic Remedies - Combination Ingredients
5159,Homeopathic/Homeopathic Remedies: Individual ingredients,Homoeopathic/Homeopathic Remedies - Individual Ingredients
5160,Homeopathic / homeopathic remedies - individual ingredients,Homoeopathic/Homeopathic Remedies - Individual Ingredients
5161,Hygiene foot care/aids,Foot Care/Hygiene Aids
5162,Feet / Hygiene Aid,Foot Care/Hygiene Aids
5163,Foot care/leg/treatments others,Foot/Leg Care/Treatments Other
5164,Pied / leg care / other treatment,Foot/Leg Care/Treatments Other
5165,Variety package for feet care/leg/treatments,Foot/Leg Care/Treatments Variety Packs
5166,Packs of care varieties and leg treatments,Foot/Leg Care/Treatments Variety Packs
5167,Medicated/Orthopedic Footwear,Medicated/Orthopaedic Footwear
5168,Medicated / orthopedic shoes,Medicated/Orthopaedic Footwear
5169,Therapeutic lock,Therapeutic Hosiery
5170,Antacids/Remedies of indigestion/flatulence,Antacids/Indigestion/Flatulence Remedies
5171,Antacid / indigestion / flatulence remedies,Antacids/Indigestion/Flatulence Remedies
5172,Diarrhea remedies,Diarrhoea Remedies
5173,Diarrhea remedies,Diarrhoea Remedies
5174,Gastrointestinal Remedy Products others,Gastrointestinal Remedy Products Other
5175,Other gastrointestinal remedy products,Gastrointestinal Remedy Products Other
5176,Packages of varieties of gastrointestinal remedy products,Gastrointestinal Remedy Products Variety Packs
5177,Packs of gastrointestinal revaluations varieties,Gastrointestinal Remedy Products Variety Packs
5178,General Gastrointestinal Remedies/Multipurpose,General/Multi-use Gastrointestinal Remedies
5179,General gastrointestinal remedies / Multi-Usages,General/Multi-use Gastrointestinal Remedies
5180,Nausea remedies,Nausea Remedies
5181,Nausea remedies,Nausea Remedies
5182,Oral rehydration/electrolyte maintenance,Oral Rehydration/Electrolyte Maintenance
5183,Oral rehydration / electrolyte maintenance,Oral Rehydration/Electrolyte Maintenance
5184,Work preparations,Worming Preparations
5185,Preparation of dewormer,Worming Preparations
5186,You aid against smoking,Anti-smoking Aids
5187,Anti-fumers,Anti-smoking Aids
5188,Habit treatment,Habit Treatment
5189,Treatment of habits,Habit Treatment
5190,Habits treatment varieties,Habit Treatment Variety Packs
5191,Habits' treatment variety packs,Habit Treatment Variety Packs
5192,Health treatments/AIDS sheets,Health Treatments/Aids Sheets
5193,Health treatments / AIDS sheets,Health Treatments/Aids Sheets
5194,Packages of varieties of health/AIDS treatments,Health Treatments/Aids Variety Packs
5195,Health treatments / AIDS variety packs,Health Treatments/Aids Variety Packs
5196,Oral/mouth treatments,Oral/Mouth Treatments
5197,Oral / mouth treatments,Oral/Mouth Treatments
5198,Arthritic/rheumatic/muscular relief,Arthritic/Rheumatic/Muscular Pain Relief
5199,Arthritic / rheumatic / muscle pain relief,Arthritic/Rheumatic/Muscular Pain Relief
5200,Relief of the general pain/multipurpose,General/Multi-use Pain Relief
5201,Relief of general / multi-purpose pain,General/Multi-use Pain Relief
5202,Headache/migraine pain relief,Headache/Migraine Pain Relief
5203,Headache / Migraine pain relief,Headache/Migraine Pain Relief
5204,Pain relief (fed),Pain Relief (Powered)
5205,Pain relief (Powered),Pain Relief (Powered)
5206,Other pain relief products,Pain Relief Products Other
5207,Other pain relief products,Pain Relief Products Other
5208,Packages of varieties of products to relieve pain,Pain Relief Products Variety Packs
5209,Pain relief hens Variety packs,Pain Relief Products Variety Packs
5210,Aids for disabled,Disability Aids
5211,Help with disabled people,Disability Aids
5212,Personal aids others,Personal Aids Other
5213,Personal assistance other,Personal Aids Other
5214,Personal aid varieties,Personal Aids Variety Packs
5215,Packs of personal aid varieties,Personal Aids Variety Packs
5216,Personal repellent,Personal Repellents
5217,Personal repellents,Personal Repellents
5218,Allergies prevention/relief/antihistamines,Allergy Prevention/Relief/Antihistamines
5219,Allergies / rescue / antihistamine prevention,Allergy Prevention/Relief/Antihistamines
5220,Chest,Chest Rubs
5221,Chest,Chest Rubs
5222,Cold/cough remedies,Cold/Cough Remedies
5223,Cold remedies / coughing,Cold/Cough Remedies
5224,Other decongestants,Decongestants Other
5225,Damongestant others,Decongestants Other
5226,Humidifiers/vaporizers (not enhanced),Humidifiers/Vaporisers (Non Powered)
