,queries,labels
11296,,BLACKCURRANT/CRANBERRY
11297,,BLACKCURRANT/LEMON/ORANGE
11298,,BLACKCURRANT/LEMON/ORANGE
11299,,BUSH PEACH
11300,,BUSH PEACH
11301,,CACTUS/CHILLI/LIME/ORANGE
11302,,CACTUS/CHILLI/LIME/ORANGE
11303,,CACTUS/FRUIT
11304,,CACTUS/FRUIT
11305,,CACTUS/LEMON
11306,,CACTUS/LEMON
11307,,CARIBBEAN COCKTAIL
11308,,CARIBBEAN COCKTAIL
11309,,CARROT/8 FRUITS
11310,,CARROT/8 FRUITS
11311,,CHERRY/LEMON
11312,,CHERRY/LEMON
11313,,CHERRY/LEMON/MORELLO
11314,,CHERRY/LEMON/MORELLO
11315,,CHERRY/LEMON/STRAWBERRY
11316,,CHERRY/LEMON/STRAWBERRY
11317,,CHERRY/PLUM
11318,,CHERRY/PLUM
11319,,CHERRY/STRAWBERRY
11320,,CHERRY/STRAWBERRY
11321,,CITRON/LEMON
11322,,CITRON/LEMON
11323,,CRANBERRY/RASPBERRY
11324,,CRANBERRY/RASPBERRY
11325,,CREAM/STRAWBERRY
11326,,CREAM/STRAWBERRY
11327,,CURRANT
11328,,CURRANT
11329,,EXOTIC FRUITS/ORANGE
11330,,EXOTIC FRUITS/ORANGE
11331,,FIBRE/FRUIT
11332,,FIBRE/FRUIT
11333,,FIBRE/LEMON/PINEAPPLE
11334,,FIBRE/LEMON/PINEAPPLE
11335,,FRUIT COCKTAIL
11336,,FRUIT COCKTAIL
11337,,FRUITS OF THE FOREST
11338,,FRUITS OF THE FOREST
11339,,GRANNY APPLE
11340,,GRANNY APPLE
11341,,GRAPE/MANDARIN
11342,,GRAPE/MANDARIN
11343,,GRAPEFRUIT/LEMON
11344,,GRAPEFRUIT/LEMON
11345,,GRAPEFRUIT/ORANGE
11346,,GRAPEFRUIT/ORANGE
11347,,GREENGAGE
11348,,GREENGAGE
11349,,GUANABANA
11350,,GUANABANA
11351,,GUAVA
11352,,GUAVA
11353,,GUAVA/LEMON
11354,,GUAVA/LEMON
11355,,KIWI/ORANGE
11356,,KIWI/ORANGE
11357,,LEMON/PINEAPPLE
11358,,LEMON/PINEAPPLE
11359,,LEMON/TANGERINE
11360,,LEMON/TANGERINE
11361,,MANGO/ORANGE/WHITE GRAPE
11362,,MANGO/ORANGE/WHITE GRAPE
11363,,MANGO/PAPAYA/PINEAPPLE
11364,,MANGO/PAPAYA/PINEAPPLE
11365,,MANGO/PASSION FRUIT
11366,,MANGO/PASSION FRUIT
11367,,MIXED FRUITS
11368,,MIXED FRUITS
11369,,ORANGE/PEAR
11370,,ORANGE/PEAR
11371,,ORANGE/PINEAPPLE
11372,,ORANGE/PINEAPPLE
11373,,ORANGE/PINK GRAPEFRUIT
11374,,ORANGE/PINK GRAPEFRUIT
11375,,ORANGE/RASPBERRY
11376,,ORANGE/RASPBERRY
11377,,PASSION FRUIT/PEAR/PINEAPPLE
11378,,PASSION FRUIT/PEAR/PINEAPPLE
11379,,PASSION FRUIT/PINEAPPLE
11380,,PASSION FRUIT/PINEAPPLE
11381,,PEACH JUICE
11382,,PEACH JUICE
11383,,PEACH/PEAR
11384,,PEACH/PEAR
11385,,PINEAPPLE/STRAWBERRY
11386,,PINEAPPLE/STRAWBERRY
11387,,RASPBERRY/REDCURRANT
11388,,RASPBERRY/REDCURRANT
11389,,RASPBERRY/STRAWBERRY
11390,,RASPBERRY/STRAWBERRY
11391,,RED/WHITE GRAPES
11392,,RED/WHITE GRAPES
11393,,SUMMER FRUITS
11394,,SUMMER FRUITS
11395,,TROPICAL ORANGE
11396,,TROPICAL ORANGE
11397,,WOODBERRY
11398,,WOODBERRY
11399,,WOODRUFF
11400,,WOODRUFF
11401,,YELLOW FRUITS
11402,,YELLOW FRUITS
11403,,10-15%
11404,,10-15%
11405,,16-20%
11406,,16-20%
11407,,21-25%
11408,,21-25%
11409,,26-30%
11410,,26-30%
11411,,31-35%
11412,,31-35%
11413,,36-40%
11414,,36-40%
11415,,41-45%
11416,,41-45%
11417,,46- 50%
11418,,46- 50%
11419,,51-55%
11420,,51-55%
11421,,56-60%
11422,,56-60%
11423,,61-65%
11424,,61-65%
11425,,66-70%
11426,,66-70%
11427,,71-75%
11428,,71-75%
11429,,76-80%
11430,,76-80%
11431,,81-85%
11432,,81-85%
11433,,86-90%
11434,,86-90%
11435,,91-95%
11436,,91-95%
11437,,96-99%
11438,,96-99%
11439,,HYPERTONIC
11440,,HYPERTONIC
11441,,HYPOTONIC
11442,,HYPOTONIC
11443,,ISOTONIC
11444,,ISOTONIC
11445,,CAFFEINE BASED
11446,,CAFFEINE BASED
11447,,GUARANINE BASED
11448,,GUARANINE BASED
11449,,TAURINE BASED
11450,,TAURINE BASED
11451,,ASPARAGUS
11452,,ASPARAGUS
11453,,ASPARAGUS/CELERIAC
11454,,ASPARAGUS/CELERIAC
11455,,CARROT
11456,,CARROT
11457,,TOMATO
11458,,TOMATO
11459,,YARROW
11460,,YARROW
11461,,FERMENTED
11462,,FERMENTED
11463,,HOMOGENIZED
11464,,HOMOGENIZED
11465,,PASTEURISED
11466,,PASTEURISED
11467,,STERILIZED
11468,,STERILIZED
11469,,ULTRA HIGH TEMPERATURE (UHT)
11470,,ULTRA HIGH TEMPERATURE (UHT)
11471,,CHERRY
11472,,CHERRY
11473,,QUININE
11474,,QUININE
11475,,BEVERAGE SYRUP
11476,,BEVERAGE SYRUP
11477,,BITTER FRUIT/HERB
11478,,BITTER FRUIT/HERB
11479,,COLA-MIX
11480,,COLA-MIX
11481,,SPRITZERS
11482,,SPRITZERS
11483,,CHERRY JUICE
11484,,CHERRY JUICE
11485,,CUBED
11486,,CUBED
11487,,NOVELTY
11488,,NOVELTY
11489,,SHAVED
11490,,SHAVED
11491,,MEDIUM/LOW CARBONATION
11492,,MEDIUM/LOW CARBONATION
11493,,NO CARBONATION
11494,,NO CARBONATION
11495,,REGULAR CARBONATION
11496,,REGULAR CARBONATION
11497,,DECARBONATED
11498,,DECARBONATED
11499,,FORTIFIED WITH CARBON DIOXIDE FROM ANOTHER ORIGIN
11500,,FORTIFIED WITH CARBON DIOXIDE FROM ANOTHER ORIGIN
11501,,FORTIFIED WITH CARBON DIOXIDE FROM THE SOURCE
11502,,FORTIFIED WITH CARBON DIOXIDE FROM THE SOURCE
11503,,NATURALLY CARBONATED
11504,,NATURALLY CARBONATED
11505,,NON CARBONATED
11506,,NON CARBONATED
11507,,TEA
11508,,TEA
11509,,ARTESIAN
11510,,ARTESIAN
11511,,MEDICINAL WATER
11512,,MEDICINAL WATER
11513,,MINERAL WATER
11514,,MINERAL WATER
11515,,PURIFIED TAP
11516,,PURIFIED TAP
11517,,SODA WATER
11518,,SODA WATER
11519,,SPRING WATER
11520,,SPRING WATER
11521,,SURFACE SUPPLY
11522,,SURFACE SUPPLY
11523,,TABLE WATER
11524,,TABLE WATER
11525,,WELL
11526,,WELL
11527,,TEENAGER
11528,,TEENAGER
11529,,FRUIT INFUSION
11530,,FRUIT INFUSION
11531,,HERBAL
11532,,HERBAL
11533,,BERGAMOT
11534,,BERGAMOT
11535,,CAMOMILE
11536,,CAMOMILE
11537,,DANDELION
11538,,DANDELION
11539,,ECHINACEA
11540,,ECHINACEA
11541,,EUCALYPTUS
11542,,EUCALYPTUS
11543,,GINSENG
11544,,GINSENG
11545,,HIBISCUS
11546,,HIBISCUS
11547,,HYSSOP
11548,,HYSSOP
11549,,JASMINE
11550,,JASMINE
11551,,LAPACHO
11552,,LAPACHO
11553,,LEMON FLAVOUR
11554,,LEMON FLAVOUR
11555,,LIME BLOSSOM
11556,,LIME BLOSSOM
11557,,MATE-TEA
11558,,MATE-TEA
11559,,NETTLE
11560,,NETTLE
11561,,PEACH
11562,,PEACH
11563,,RED CLOVER
11564,,RED CLOVER
11565,,ROOIBOS
11566,,ROOIBOS
11567,,ROSE HIP
11568,,ROSE HIP
11569,,SPEARMINT
11570,,SPEARMINT
11571,,VERBENA
11572,,VERBENA
11573,,AFRICA - BURUNDI
11574,,AFRICA - BURUNDI
11575,,AFRICA - TANZANIA
11576,,AFRICA - TANZANIA
11577,,AFRICA - UGANDA
11578,,AFRICA - UGANDA
11579,,AUSTRALIA - NEW SOUTH WALES
11580,,AUSTRALIA - NEW SOUTH WALES
11581,,INDIA - ASSAM
11582,,INDIA - ASSAM
11583,,INDIA - DARJEELING
11584,,INDIA - DARJEELING
11585,,INDIA - NILGIRI
11586,,INDIA - NILGIRI
11587,,INDONESIA - JAVA
11588,,INDONESIA - JAVA
11589,,INDONESIA - SUMATRA
11590,,INDONESIA - SUMATRA
11591,,IRAN - UNCLASSIFIED
11592,,IRAN - UNCLASSIFIED
11593,,BLACK TEA
11594,,BLACK TEA
11595,,OOLONG TEA
11596,,OOLONG TEA
11597,,PU-ERH TEA
11598,,PU-ERH TEA
11599,,WHITE TEA
11600,,WHITE TEA
11601,,YELLOW TEA
11602,,YELLOW TEA
11603,,ASSAM
11604,,ASSAM
11605,,BAMBOO
11606,,BAMBOO
11607,,CEYLON
11608,,CEYLON
11609,,CHAI
11610,,CHAI
11611,,DARJEELING
11612,,DARJEELING
11613,,EARL GREY
11614,,EARL GREY
11615,,ENGLISH BREAKFAST
11616,,ENGLISH BREAKFAST
11617,,FAN YONG
11618,,FAN YONG
11619,,FORMOSA OOLONG
11620,,FORMOSA OOLONG
11621,,GUNPOWDER
11622,,GUNPOWDER
11623,,KANOY
11624,,KANOY
11625,,KEEMUN
11626,,KEEMUN
11627,,LAPSANG SOUCHONG
11628,,LAPSANG SOUCHONG
11629,,SCENTED ORANGE PEKOE
11630,,SCENTED ORANGE PEKOE
11631,,BLACK TEA (WITHOUT MILK/CREAM)
11632,,BLACK TEA (WITHOUT MILK/CREAM)
11633,,ICED
11634,,ICED
11635,,WHITE TEA (WITH MILK/CREAM)
11636,,WHITE TEA (WITH MILK/CREAM)
11637,,BAKING
11638,,BAKING
11639,,BLENDING/MIXING
11640,,BLENDING/MIXING
11641,,BOILING
11642,,BOILING
11643,,COMBINATION OF METHODS
11644,,COMBINATION OF METHODS
11645,,FREEZING
11646,,FREEZING
11647,,FRYING
11648,,FRYING
11649,,GRILLING
11650,,GRILLING
11651,,MICROWAVING
11652,,MICROWAVING
11653,,REFRIGERATION
11654,,REFRIGERATION
11655,,REHEATING
11656,,REHEATING
11657,,VEGANS
11658,,VEGANS
11659,,VEGETARIANS
11660,,VEGETARIANS
11661,,BATTER MIX
11662,,BATTER MIX
11663,,BREAD DOUGH MIX
11664,,BREAD DOUGH MIX
11665,,CAKE MIX
11666,,CAKE MIX
11667,,COOKIE/BISCUIT MIX
11668,,COOKIE/BISCUIT MIX
11669,,DESSERT MIX
11670,,DESSERT MIX
11671,,DOUGH MIX
11672,,DOUGH MIX
11673,,FLAN BASE MIX
11674,,FLAN BASE MIX
11675,,GELATINE MIX
11676,,GELATINE MIX
11677,,GNOCCHI MIX
11678,,GNOCCHI MIX
11679,,ICE POWDER MIX
11680,,ICE POWDER MIX
11681,,MUFFIN MIX
11682,,MUFFIN MIX
11683,,PASTRY MIX
11684,,PASTRY MIX
11685,,PUDDING MIX
11686,,PUDDING MIX
11687,,STUFFING MIX
11688,,STUFFING MIX
11689,,SWEET NOODLE MIX
11690,,SWEET NOODLE MIX
11691,,BREADCRUMBS
11692,,BREADCRUMBS
11693,,GELLING AGENT
11694,,GELLING AGENT
11695,,PART MEAL KITS
11696,,PART MEAL KITS
11697,,PREPARED BREAD DOUGH
11698,,PREPARED BREAD DOUGH
11699,,PREPARED PASTRY
11700,,PREPARED PASTRY
11701,,PREPARED PIZZA BASE
11702,,PREPARED PIZZA BASE
11703,,YEAST
11704,,YEAST
11705,,ALMOND PASTE
11706,,ALMOND PASTE
11707,,BAKING AGENT
11708,,BAKING AGENT
11709,,BAKING POWDER
11710,,BAKING POWDER
11711,,BICARBONATE OF SODA/BAKING SODA
11712,,BICARBONATE OF SODA/BAKING SODA
11713,,CHRYSTALLIZED FRUIT
11714,,CHRYSTALLIZED FRUIT
11715,,CONFECTIONERY STYLE TOPPINGS
11716,,CONFECTIONERY STYLE TOPPINGS
11717,,COOKING CHOCOLATE
11718,,COOKING CHOCOLATE
11719,,CORNFLOUR
11720,,CORNFLOUR
11721,,CREAM OF TARTAR
11722,,CREAM OF TARTAR
11723,,DESSICATED COCONUT
11724,,DESSICATED COCONUT
11725,,FLOUR PREPARATION
11726,,FLOUR PREPARATION
11727,,FOOD COLOURING
11728,,FOOD COLOURING
11729,,FOOD FLAVOURING
11730,,FOOD FLAVOURING
11731,,FRUIT PECTIN
11732,,FRUIT PECTIN
11733,,GELATINE
11734,,GELATINE
11735,,HOST
11736,,HOST
11737,,OTHER THICKENER
11738,,OTHER THICKENER
11739,,PURE LEMON JUICE
11740,,PURE LEMON JUICE
11741,,PURE LIME JUICE
11742,,PURE LIME JUICE
11743,,READY TO FILL MERINGUES
11744,,READY TO FILL MERINGUES
11745,,READY TO USE ALMOND COATINGS
11746,,READY TO USE ALMOND COATINGS
11747,,READY TO USE DOUGH
11748,,READY TO USE DOUGH
11749,,READY TO USE FROSTING COATINGS
11750,,READY TO USE FROSTING COATINGS
11751,,READY TO USE ICING COATINGS
11752,,READY TO USE ICING COATINGS
11753,,READY TO USE MARZIPAN COATINGS
11754,,READY TO USE MARZIPAN COATINGS
11755,,SAHNESTEIF
11756,,SAHNESTEIF
11757,,SAUCE THICKENER
11758,,SAUCE THICKENER
11759,,SOUP ADDITIVES
11760,,SOUP ADDITIVES
11761,,TORTENHILFE
11762,,TORTENHILFE
11763,,FULL FAT
11764,,FULL FAT
11765,,LOW FAT
11766,,LOW FAT
11767,,REDUCED FAT
11768,,REDUCED FAT
11769,,SAVOURY
11770,,SAVOURY
11771,,BISCOTTE
11772,,BISCOTTE
11773,,BISCUIT MIX
11774,,BISCUIT MIX
11775,,BISCUIT WAFFLE MIX
11776,,BISCUIT WAFFLE MIX
11777,,BISCUIT/GINGER BREAD-MIX
11778,,BISCUIT/GINGER BREAD-MIX
11779,,COOKIE
11780,,COOKIE
11781,,CRACKER
11782,,CRACKER
11783,,DOMINOSTEINE
11784,,DOMINOSTEINE
11785,,ELISENLEBKUCHEN
11786,,ELISENLEBKUCHEN
11787,,GINGERBREAD
11788,,GINGERBREAD
11789,,ICE BISCUITS
11790,,ICE BISCUITS
11791,,LEBKUCHEN
11792,,LEBKUCHEN
11793,,LEBKUCHEN/GINGER BREAD-MIX
11794,,LEBKUCHEN/GINGER BREAD-MIX
11795,,LYE SPECIALTIES (OR PRETZEL-TYPE BISCUITS)
11796,,LYE SPECIALTIES (OR PRETZEL-TYPE BISCUITS)
11797,,OAT
11798,,OAT
11799,,PLAIN
11800,,PLAIN
11801,,POPCORN/RICE CAKE
11802,,POPCORN/RICE CAKE
11803,,PRETZEL
11804,,PRETZEL
11805,,PRINTEN
11806,,PRINTEN
11807,,RUSK
11808,,RUSK
11809,,SANDWICH
11810,,SANDWICH
11811,,SHORTBREAD
11812,,SHORTBREAD
11813,,SPECULAAS/SPECULOOS
11814,,SPECULAAS/SPECULOOS
11815,,SPITZKUCHEN
11816,,SPITZKUCHEN
11817,,SPONGE BISCUIT
11818,,SPONGE BISCUIT
11819,,WAFER
11820,,WAFER
11821,,BRAN
11822,,BRAN
11823,,COMMON WHEAT
11824,,COMMON WHEAT
11825,,DURUM WHEAT
11826,,DURUM WHEAT
11827,,LINSEED
11828,,LINSEED
11829,,MIXED CEREAL
11830,,MIXED CEREAL
11831,,MIXED GRAIN
11832,,MIXED GRAIN
11833,,MUESLI
11834,,MUESLI
11835,,RYE FULL GRAIN
11836,,RYE FULL GRAIN
11837,,SOFT WHEAT
11838,,SOFT WHEAT
11839,,SOY FLOUR
11840,,SOY FLOUR
11841,,WHEAT FLOUR TYPE 0
11842,,WHEAT FLOUR TYPE 0
11843,,WHEAT MEAL
11844,,WHEAT MEAL
11845,,WHEATGERM
11846,,WHEATGERM
11847,,WHITE WHEAT
11848,,WHITE WHEAT
11849,,WHOLE GRAIN
11850,,WHOLE GRAIN
11851,,WHOLE WHEAT
11852,,WHOLE WHEAT
11853,,WHOLEMEAL
11854,,WHOLEMEAL
11855,,ALMOND NUTS
11856,,ALMOND NUTS
11857,,CHEESE
11858,,CHEESE
11859,,CHOCOLATE COATED
11860,,CHOCOLATE COATED
11861,,CHOCOLATE/FRUIT PASTE COMBINATION
11862,,CHOCOLATE/FRUIT PASTE COMBINATION
11863,,CREAM FILLING
11864,,CREAM FILLING
11865,,FRUIT FILLING
11866,,FRUIT FILLING
11867,,GLACE ICING
11868,,GLACE ICING
11869,,HAM
11870,,HAM
11871,,JAM
11872,,JAM
11873,,MARZIPAN
11874,,MARZIPAN
11875,,RAISINS
11876,,RAISINS
11877,,SALT
11878,,SALT
11879,,SEEDS
11880,,SEEDS
11881,,SUGAR
11882,,SUGAR
11883,,BREADSTICKS
11884,,BREADSTICKS
11885,,BRUSCHETTA
11886,,BRUSCHETTA
11887,,CRISPBREAD
11888,,CRISPBREAD
11889,,CROSTINI
11890,,CROSTINI
11891,,CROUTONS
11892,,CROUTONS
11893,,KNACKE
11894,,KNACKE
11895,,MELBA TOAST
11896,,MELBA TOAST
11897,,PAPADUMS
11898,,PAPADUMS
11899,,TACO SHELLS
11900,,TACO SHELLS
11901,,TARALLI
11902,,TARALLI
11903,,TOASTED BREAD
11904,,TOASTED BREAD
11905,,TOSTADA
11906,,TOSTADA
11907,,BAGEL
11908,,BAGEL
11909,,BAGUETTE
11910,,BAGUETTE
11911,,BARM BRACK
11912,,BARM BRACK
11913,,BATARD
11914,,BATARD
11915,,BLACK BREAD
11916,,BLACK BREAD
11917,,BREAD ROLL
11918,,BREAD ROLL
11919,,BRIOCHE
11920,,BRIOCHE
11921,,BROWN BREAD
11922,,BROWN BREAD
11923,,CHALLAH
11924,,CHALLAH
11925,,CHAPATI
11926,,CHAPATI
11927,,CIABATTA
11928,,CIABATTA
11929,,COUNTRY BREAD
11930,,COUNTRY BREAD
11931,,CRUMPET
11932,,CRUMPET
11933,,DANISH BREAD
11934,,DANISH BREAD
11935,,ENGLISH MUFFIN
11936,,ENGLISH MUFFIN
11937,,FLUTE (BREAD)
11938,,FLUTE (BREAD)
11939,,FOCACCIA
11940,,FOCACCIA
11941,,FOREST CORN LOAF
11942,,FOREST CORN LOAF
11943,,FOUGASSE
11944,,FOUGASSE
11945,,GREY BREAD
11946,,GREY BREAD
11947,,MILK BREAD
11948,,MILK BREAD
11949,,MONASTERY BREAD
11950,,MONASTERY BREAD
11951,,NAAN
11952,,NAAN
11953,,PIADINA
11954,,PIADINA
11955,,PITTA BREAD
11956,,PITTA BREAD
11957,,PLAITED LOAF
11958,,PLAITED LOAF
11959,,PUMPERNICKEL
11960,,PUMPERNICKEL
11961,,ROUND BREAD
11962,,ROUND BREAD
11963,,RYE BREAD
11964,,RYE BREAD
11965,,SCONE
11966,,SCONE
11967,,SODA BREAD
11968,,SODA BREAD
11969,,SOFT PRETZEL
11970,,SOFT PRETZEL
11971,,SPITZ ROLL
11972,,SPITZ ROLL
11973,,STOL
11974,,STOL
11975,,TEACAKE
11976,,TEACAKE
11977,,TIGELLA
11978,,TIGELLA
11979,,TIN STYLE BREAD
11980,,TIN STYLE BREAD
11981,,TOAST BREAD
11982,,TOAST BREAD
11983,,TORTILLA
11984,,TORTILLA
11985,,VIENNESE
11986,,VIENNESE
11987,,VIKORN
11988,,VIKORN
11989,,WHITE BREAD
11990,,WHITE BREAD
11991,,KAMUT
11992,,KAMUT
11993,,MAIZE
11994,,MAIZE
11995,,POPPY SEED/WHEAT
11996,,POPPY SEED/WHEAT
11997,,RYE/WHEAT
11998,,RYE/WHEAT
11999,,SESAME/WHEAT
12000,,SESAME/WHEAT
12001,,EINKORN WHEAT
12002,,EINKORN WHEAT
12003,,EMMER WHEAT
12004,,EMMER WHEAT
12005,,MILLET SEEDS
12006,,MILLET SEEDS
12007,,BARLEY FLOUR
12008,,BARLEY FLOUR
12009,,BRAN FLOUR
12010,,BRAN FLOUR
12011,,BUCKWHEAT FLOUR
12012,,BUCKWHEAT FLOUR
12013,,CHICKPEA FLOUR
12014,,CHICKPEA FLOUR
12015,,LENTIL FLOUR
12016,,LENTIL FLOUR
12017,,MAIZE FLOUR
12018,,MAIZE FLOUR
12019,,RICE FLOUR
12020,,RICE FLOUR
12021,,RYE FLOUR
12022,,RYE FLOUR
12023,,SEMOLINA
12024,,SEMOLINA
12025,,SPELT FLOUR
12026,,SPELT FLOUR
12027,,TAPIOCA
12028,,TAPIOCA
12029,,WHEAT FLOUR
12030,,WHEAT FLOUR
12031,,FISH
12032,,FISH
12033,,SHELLFISH
12034,,SHELLFISH
12035,,ADD INGREDIENT/SERVE
12036,,ADD INGREDIENT/SERVE
12037,,HEAT/SERVE
12038,,HEAT/SERVE
12039,,READY TO SERVE
12040,,READY TO SERVE
12041,,BOUCHEE - SAVOURY FILLING
12042,,BOUCHEE - SAVOURY FILLING
12043,,PASTRY - SAVOURY FILLING
12044,,PASTRY - SAVOURY FILLING
12045,,PIE - SAVOURY FILLING
12046,,PIE - SAVOURY FILLING
12047,,PIZZA
12048,,PIZZA
12049,,QUICHE
12050,,QUICHE
12051,,FLAT CAKE
12052,,FLAT CAKE
12053,,LOAF CAKE
12054,,LOAF CAKE
12055,,PIECE
12056,,PIECE
12057,,AMERICAN MUFFIN
12058,,AMERICAN MUFFIN
12059,,BAKED PASTRY CAKE
12060,,BAKED PASTRY CAKE
12061,,BEE STING CAKE
12062,,BEE STING CAKE
12063,,BROWNIE
12064,,BROWNIE
12065,,CARROT CAKE
12066,,CARROT CAKE
12067,,CHOCOLATE CAKE
12068,,CHOCOLATE CAKE
12069,,COFFEE CAKE
12070,,COFFEE CAKE
12071,,CREAM CAKE
12072,,CREAM CAKE
12073,,CREPE
12074,,CREPE
12075,,FINE VIENNESE BISCUIT
12076,,FINE VIENNESE BISCUIT
12077,,FRUIT CAKE
12078,,FRUIT CAKE
12079,,GINGER CAKE
12080,,GINGER CAKE
12081,,JAM SPONGE CAKE
12082,,JAM SPONGE CAKE
12083,,LEMON CAKE
12084,,LEMON CAKE
12085,,MADEIRA CAKE
12086,,MADEIRA CAKE
12087,,PANCAKE
12088,,PANCAKE
12089,,PLAIN SPONGE CAKE
12090,,PLAIN SPONGE CAKE
12091,,PYRAMID CAKE
12092,,PYRAMID CAKE
12093,,SPONGE BAR
12094,,SPONGE BAR
12095,,SPONGE ROLL
12096,,SPONGE ROLL
12097,,STOLLEN CAKE
12098,,STOLLEN CAKE
12099,,STREUSEL CAKE
12100,,STREUSEL CAKE
12101,,SWISS ROLL
12102,,SWISS ROLL
12103,,TORTE
12104,,TORTE
12105,,WAFFLE
12106,,WAFFLE
12107,,CHOCOLATE
12108,,CHOCOLATE
12109,,BOUCHEE - SWEET FILLING
12110,,BOUCHEE - SWEET FILLING
12111,,CHOUX PASTRY
12112,,CHOUX PASTRY
12113,,CREAM SLICE
12114,,CREAM SLICE
12115,,CROISSANT
12116,,CROISSANT
12117,,DANISH PASTRY
12118,,DANISH PASTRY
12119,,DOUGHNUT
12120,,DOUGHNUT
12121,,ECLAIR
12122,,ECLAIR
12123,,FLAN - SWEET FILLING
12124,,FLAN - SWEET FILLING
12125,,PAIN AU CHOCOLAT
12126,,PAIN AU CHOCOLAT
12127,,PIE - SWEET FILLING
12128,,PIE - SWEET FILLING
12129,,PUFFED CAKE
12130,,PUFFED CAKE
12131,,STRUDEL
12132,,STRUDEL
12133,,SWEET BUN
12134,,SWEET BUN
12135,,TART - SWEET FILLING
12136,,TART - SWEET FILLING
12137,,TARTLET - SWEET FILLING
12138,,TARTLET - SWEET FILLING
12139,,TORSADES AU CHOCOLAT
12140,,TORSADES AU CHOCOLAT
12141,,TURNOVER PASTRY - SWEET FILLING
12142,,TURNOVER PASTRY - SWEET FILLING
12143,,CREAM HORN
12144,,CREAM HORN
12145,,LATTICE (PASTRY)
12146,,LATTICE (PASTRY)
12147,,PULSE FLOUR
12148,,PULSE FLOUR
12149,,EXTRA LONG
12150,,EXTRA LONG
12151,,LONG
12152,,LONG
12153,,LONG-MEDIUM
12154,,LONG-MEDIUM
12155,,SHORT
12156,,SHORT
12157,,SHORT-ROUND
12158,,SHORT-ROUND
12159,,BOILING - IN THE BAG
12160,,BOILING - IN THE BAG
12161,,STEAMING
12162,,STEAMING
12163,,COUSCOUS
12164,,COUSCOUS
12165,,CRACKED WHEAT
12166,,CRACKED WHEAT
12167,,POLENTA
12168,,POLENTA
12169,,ADDED SUGAR
12170,,ADDED SUGAR
12171,,LOW SUGAR
12172,,LOW SUGAR
12173,,SUGAR FREE
12174,,SUGAR FREE
12175,,ADDED SUGAR/SWEETENER
12176,,ADDED SUGAR/SWEETENER
12177,,CHOCOLATE FLAVOURED/FILLED
12178,,CHOCOLATE FLAVOURED/FILLED
12179,,DAIRY COATED/ IMPREGNATED - BREAKFAST STYLE
12180,,DAIRY COATED/ IMPREGNATED - BREAKFAST STYLE
12181,,NON CHOCOLATE
12182,,NON CHOCOLATE
12183,,NOT COATED
12184,,NOT COATED
12185,,CONTAINS SUGAR
12186,,CONTAINS SUGAR
12187,,BUBBLE GUM
12188,,BUBBLE GUM
12189,,FIGURATIVE
12190,,FIGURATIVE
12191,,LOG
12192,,LOG
12193,,PIECES
12194,,PIECES
12195,,STICK/ROD
12196,,STICK/ROD
12197,,WAFER/PATTY
12198,,WAFER/PATTY
12199,,YES
12200,,YES
12201,,YES
12202,,YES
12203,,LARGE
12204,,LARGE
12205,,SMALL
12206,,SMALL
12207,,CHOCOLATE BASED PRALINE
12208,,CHOCOLATE BASED PRALINE
12209,,CHOCOLATE COVERED MARSHMALLOW TREAT
12210,,CHOCOLATE COVERED MARSHMALLOW TREAT
12211,,CHOCOLATE FOAM KISSES
12212,,CHOCOLATE FOAM KISSES
12213,,CHOCOLATE WITH OTHER INGREDIENTS/FILLING
12214,,CHOCOLATE WITH OTHER INGREDIENTS/FILLING
12215,,CHOCOLATE WITHOUT ADDITIONAL INGREDIENTS
12216,,CHOCOLATE WITHOUT ADDITIONAL INGREDIENTS
12217,,CHOCOLATE/SUGAR COMBINATION - ALMOND PASTE
12218,,CHOCOLATE/SUGAR COMBINATION - ALMOND PASTE
12219,,CHOCOLATE/SUGAR COMBINATION - COCONUT
12220,,CHOCOLATE/SUGAR COMBINATION - COCONUT
12221,,CHOCOLATE/SUGAR COMBINATION - ENERGY/SPORTS
12222,,CHOCOLATE/SUGAR COMBINATION - ENERGY/SPORTS
12223,,CHOCOLATE/SUGAR COMBINATION - FONDANT
12224,,CHOCOLATE/SUGAR COMBINATION - FONDANT
12225,,CHOCOLATE/SUGAR COMBINATION - FRUIT JELLY
12226,,CHOCOLATE/SUGAR COMBINATION - FRUIT JELLY
12227,,CHOCOLATE/SUGAR COMBINATION - FUDGE
12228,,CHOCOLATE/SUGAR COMBINATION - FUDGE
12229,,CHOCOLATE/SUGAR COMBINATION - HARD CANDY
12230,,CHOCOLATE/SUGAR COMBINATION - HARD CANDY
12231,,CHOCOLATE/SUGAR COMBINATION - LIQUORICE
12232,,CHOCOLATE/SUGAR COMBINATION - LIQUORICE
12233,,CHOCOLATE/SUGAR COMBINATION - LOLLIPOPS
12234,,CHOCOLATE/SUGAR COMBINATION - LOLLIPOPS
12235,,CHOCOLATE/SUGAR COMBINATION - MARSHMALLOW/GUIMAUVE
12236,,CHOCOLATE/SUGAR COMBINATION - MARSHMALLOW/GUIMAUVE
12237,,CHOCOLATE/SUGAR COMBINATION - MILK / COCOA CREAM
12238,,CHOCOLATE/SUGAR COMBINATION - MILK / COCOA CREAM
12239,,CHOCOLATE/SUGAR COMBINATION - NOUGAT
